lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60_,WorkPop,Shape__Are,Shape__Len,SpatialSeparationAccessibility,Gravity_Accessibility,Log_SpatialSeparation,Log_Gravity,Shape_Length,Shape_Area,ReciprocalSpatialSeparation,IMD_Decile2,Gravity_Accessibility_Decile,Pop_Den
E01000864,Camden 015A,Camden 015A,99435.61826,1985.176145,16182,5,Camden 015A,E09000007,Camden,17.932,16182,5,0.11,14899,5,0.08,16281,5,2.487,30327,10,-0.602,24737,8,0.661,6966,3,26.685,9575,3,35.131,6179,2,0.172,12164,4,0.183,11262,4,-0.859,28189,9,0.148,30736,10,-0.024,16086,5,2.263,6156,2,-0.052,17283,6,1.805,772,1,1702,247,1260,195,1261.5,256796.7435,3191.351927,63.23712278,2.401154528,4.146891514,0.875949675,0.022174026,1.28877E-05,0.015813496,10,1,6627.809905
E01000865,Camden 015B,Camden 015B,108418.1301,1768.019714,20799,7,Camden 015B,E09000007,Camden,13.236,20799,7,0.061,23464,8,0.046,26045,8,2.631,30190,10,-0.258,19996,7,0.422,10136,4,21.308,15126,5,42.017,3658,2,0.088,21088,7,0.169,12337,4,-0.719,26740,9,0.108,31989,10,-0.512,24255,8,2.109,6603,3,0.358,11083,4,1.817,729,1,1947,171,1594,182,1600,279999.0338,2841.624257,62.46925605,8.518944435,4.134674533,2.142292441,0.020676869,1.4052E-05,0.016007874,10,10,6953.595425
E01000866,Camden 009A,Camden 009A,141684.7949,2296.461576,12432,4,Camden 009A,E09000007,Camden,22.434,12432,4,0.151,10424,4,0.108,11343,4,3.61,28994,9,-0.338,21252,7,0.364,10964,4,23.401,12758,4,47.262,2396,1,0.196,10315,4,0.259,6470,2,-1.03,29612,10,0.207,26497,9,-0.837,28353,9,2.908,4598,2,0.469,9624,3,2.056,337,1,2256,358,1527,371,1594.5,365925.6977,3690.529152,62.69528387,18.55913585,4.138286227,2.920962166,0.027150206,1.8364E-05,0.015950163,10,10,6165.186031
E01000867,Camden 015C,Camden 015C,80597.43363,1623.156907,8822,3,Camden 015C,E09000007,Camden,28.4,8822,3,0.22,5547,2,0.122,9425,3,21.635,12784,4,-0.078,17222,6,0.4,10451,4,24.804,11322,4,37.23,5297,2,0.329,3277,1,0.411,1672,1,0.583,7821,3,0.265,20022,7,-0.691,26729,9,3.044,4287,2,-0.182,19354,6,2.076,303,1,1800,333,1226,241,1214,208134.0706,2608.312902,60.49195855,10.15579126,4.10251044,2.318044111,0.019493329,1.04458E-05,0.016531123,10,10,8648.271736
E01000868,Camden 015D,Camden 015D,83051.36444,1478.240035,4488,2,Camden 015D,E09000007,Camden,39.291,4488,2,0.249,4088,2,0.18,4288,2,17.966,15155,5,0.452,9688,3,0.672,6828,3,31.534,5951,2,51.997,1578,1,0.24,7487,3,0.393,2027,1,-0.419,22736,7,0.363,9591,3,-0.091,17246,6,3.375,3607,2,0.8,5679,2,1.833,690,1,1513,408,891,214,900.5,214464.3401,2375.259387,62.58369896,1.101477549,4.136504844,0.096652505,0.017744089,1.07637E-05,0.015978602,10,1,7054.785887
E01000869,Camden 015E,Camden 015E,114118.2588,1675.322109,12664,4,Camden 015E,E09000007,Camden,22.144,12664,4,0.162,9484,3,0.102,12214,4,5.687,26513,9,0.035,15470,5,0.402,10405,4,23.231,12948,4,35.937,5835,2,0.271,5789,2,0.23,8066,3,-0.338,21557,7,0.157,30281,10,-0.659,26339,9,2.714,5057,2,0.043,15768,5,1.763,864,1,2292,350,1632,310,1636.5,294749.0181,2692.721209,62.92055459,5.199492873,4.141872892,1.648561096,0.019674378,1.47915E-05,0.015893058,10,10,7776.107328
E01000870,Camden 009B,Camden 009B,127709.6882,2074.986715,9686,3,Camden 009B,E09000007,Camden,26.832,9686,3,0.186,7597,3,0.142,7314,3,7.51,24472,8,-0.036,16551,6,0.66,6977,3,21.676,14684,5,39.027,4609,2,0.206,9649,3,0.32,3932,2,-0.288,20787,7,0.204,26732,9,-1.468,32044,10,2.836,4748,2,0.093,14993,5,1.927,524,1,1846,316,1241,289,1266.25,329864.725,3332.913722,63.49395089,5.136187423,4.15094464,1.636311058,0.026883983,1.65535E-05,0.015749532,10,10,5596.233425
E01000871,Camden 005A,Camden 005A,302526.5568,4345.30879,19707,7,Camden 005A,E09000007,Camden,14.237,19707,7,0.107,15351,5,0.065,20050,7,4.36,28079,9,-1.253,30616,10,0.87,4686,2,18.764,18152,6,22.965,13146,5,0.123,16683,6,0.147,14398,5,-0.489,23763,8,0.144,30895,10,-0.422,22854,7,1.423,8872,3,-0.345,21778,7,1.133,3307,2,1851,395,1109,347,1119.5,781697.3646,6985.323245,72.56753305,4.696986832,4.284517619,1.546921203,0.05099066,3.92209E-05,0.013780267,10,10,2367.924064
E01000872,Camden 005B,Camden 005B,151501.5503,2531.890586,11176,4,Camden 005B,E09000007,Camden,24.312,11176,4,0.156,9914,4,0.111,10964,4,8.797,23082,8,-0.004,16080,5,0.819,5219,2,24.267,11862,4,35.741,5926,2,0.294,4650,2,0.225,8324,3,-0.057,17024,6,0.176,29090,9,-1.206,31050,10,3.262,3834,2,0.353,11163,4,1.365,2161,1,2155,285,1624,246,1611.5,391432.3775,4070.194572,68.29527365,3.126370048,4.223840564,1.139872602,0.029741352,1.96406E-05,0.014642302,10,1,5505.42092
E01000873,Camden 005C,Camden 005C,124206.5798,1874.485804,26279,9,Camden 005C,E09000007,Camden,8.615,26279,9,0.073,20918,7,0.052,24022,8,8.386,23543,8,-0.941,28325,9,-0.453,23158,8,14.565,23584,8,22.093,13789,5,0.076,22863,7,0.134,15685,5,0.016,15816,5,0.084,32440,10,-1.748,32542,10,1.378,9034,3,-0.233,20128,7,0.956,4456,2,1735,264,1186,285,1181.5,320900.5228,3013.019908,69.67931154,4.140669365,4.243903452,1.420857457,0.022168511,1.61018E-05,0.014351462,10,2,5406.659935
E01000874,Camden 005D,Camden 005D,85902.74054,1843.251579,30591,10,Camden 005D,E09000007,Camden,4.907,30591,10,0.035,29813,10,0.027,31262,10,2.621,30209,10,-1.49,31669,10,-0.65,25643,8,13.581,24717,8,29.47,9114,3,0.025,31391,10,0.088,21984,7,-0.669,26155,8,0.059,32731,10,-1.68,32448,10,1.149,9909,4,-0.108,18169,6,1.432,1851,1,1743,288,1159,296,1173.5,221938.5044,2961.128233,66.44703383,3.55328682,4.196405146,1.26787304,0.023941411,1.11361E-05,0.015049581,10,1,7853.526836
E01000875,Camden 013A,Camden 013A,115552.5318,1949.315072,12887,4,Camden 013A,E09000007,Camden,21.838,12887,4,0.158,9775,3,0.101,12340,4,13.15,18913,6,-0.45,22771,7,0.838,5030,2,22.716,13510,5,25.818,11281,4,0.257,6531,2,0.228,8134,3,0.34,10879,4,0.147,30776,10,-0.789,27844,9,2.733,5003,2,-0.231,20093,7,1.272,2586,1,1834,261,1357,216,1343,298509.8363,3133.142007,64.9182866,1.268844507,4.17312935,0.238106649,0.023126825,1.49791E-05,0.01540398,10,1,6143.851146
E01000876,Camden 013B,Camden 013B,117427.6142,2045.967164,8051,3,Camden 013B,E09000007,Camden,29.94,8051,3,0.224,5318,2,0.146,6898,3,15.354,17080,6,0.434,9889,4,0.441,9905,4,26.755,9505,3,26.471,10894,4,0.286,5057,2,0.432,1336,1,0.3,11438,4,0.229,24120,8,-0.283,20620,7,2.852,4706,2,-0.222,19960,7,1.314,2376,1,1979,374,1339,266,1328.25,303332.6342,3288.276668,63.81213762,3.82223786,4.155943417,1.340836078,0.024330053,1.52216E-05,0.015671,10,1,6524.190862
E01000877,Camden 005E,Camden 005E,112385.535,1968.88462,23154,8,Camden 005E,E09000007,Camden,11.158,23154,8,0.083,19085,6,0.065,20015,7,4.782,27571,9,-0.542,23955,8,-0.395,22385,7,17.507,19781,7,28.082,9905,4,0.048,27661,9,0.206,9539,3,-0.362,21887,7,0.093,32306,10,-1.636,32376,10,1.999,6935,3,-0.211,19781,7,1.422,1885,1,1708,282,1191,235,1212.75,290380.3068,3165.287852,66.70103447,7.290615409,4.200220462,1.986587961,0.022773225,1.45698E-05,0.014992271,10,10,5881.941578
E01000878,Camden 004A,Camden 004A,187277.6634,2531.16637,29860,10,Camden 004A,E09000007,Camden,5.647,29860,10,0.047,26800,9,0.023,31928,10,6.731,25333,8,-1.822,32413,10,-0.692,26140,8,18.386,18626,6,23.329,12904,4,0.1,19382,6,0.093,21174,7,-0.151,18607,6,0.108,31963,10,-0.593,25443,8,1.601,8221,3,-1.101,29742,10,1.535,1501,1,2368,298,1715,355,1526,483919.9182,4068.931648,67.27343656,2.205858914,4.208765457,0.791116963,0.030040687,2.42798E-05,0.014864708,10,1,4893.371632
E01000879,Camden 004B,Camden 004B,179813.7786,2589.843882,29597,10,Camden 004B,E09000007,Camden,5.877,29597,10,0.037,29327,9,0.028,31036,10,3.902,28645,9,-2.079,32659,10,-0.304,21113,7,15.674,22114,7,30.514,8513,3,0.023,31620,10,0.083,22868,7,-0.469,23477,8,0.078,32558,10,-1.174,30900,10,1.491,8614,3,0.005,16375,5,1.394,2008,1,1478,315,884,279,894,464577.785,4164.525922,62.16050605,13.86112821,4.129719847,2.629088391,0.028486143,2.33106E-05,0.016087385,10,10,3181.383286
E01000880,Camden 004C,Camden 004C,201611.3081,2197.303695,29333,9,Camden 004C,E09000007,Camden,6.105,29333,9,0.035,29715,10,0.027,31314,10,1.51,31445,10,-2.257,32748,10,-0.409,22550,7,21.459,14944,5,30.172,8709,3,0.018,32085,10,0.096,20608,7,-0.927,28779,9,0.047,32814,10,-0.016,15968,5,1.12,10019,4,-0.122,18384,6,1.506,1604,1,1637,416,932,289,941.25,520895.409,3531.44758,62.61802085,2.325744138,4.13705311,0.844040047,0.026729117,2.61364E-05,0.015969844,10,1,3142.665441
E01000881,Camden 008A,Camden 008A,147104.7516,2793.7574,20586,7,Camden 008A,E09000007,Camden,13.429,20586,7,0.094,17216,6,0.061,21132,7,11.726,20215,7,-1.238,30532,10,-0.217,19869,7,22.955,13259,5,33.608,6894,3,0.075,23074,8,0.204,9680,3,0.281,11706,4,0.082,32482,10,-0.356,21822,7,2.198,6331,2,0.116,14667,5,1.511,1588,1,1675,362,1095,218,1105.75,380012.5727,4490.878866,61.3799853,10.52023289,4.11708381,2.353300345,0.032326032,1.90688E-05,0.016291956,10,10,4407.748902
E01000882,Camden 008B,Camden 008B,120183.0898,1581.687135,31192,10,Camden 008B,E09000007,Camden,4.319,31192,10,0.018,32407,10,0.012,32701,10,1.094,31917,10,-2.291,32757,10,-0.686,26068,8,16.752,20748,7,29.53,9082,3,0.013,32451,10,0.06,27194,9,-1.063,29841,10,0.045,32827,10,-0.644,26141,8,1.308,9280,3,0.006,16357,5,1.319,2348,1,1788,310,1184,294,1230.75,310438.2672,2542.961339,61.4784969,16.22766439,4.11868747,2.786717464,0.017605101,1.55784E-05,0.01626585,10,10,5759.599215
E01000883,Camden 008C,Camden 008C,139814.861,2731.574672,25075,8,Camden 008C,E09000007,Camden,9.536,25075,8,0.05,26239,8,0.028,31142,10,1.81,31090,10,-1.602,31989,10,0.489,9213,3,23.195,12993,4,33.868,6756,3,0.058,25919,8,0.151,14003,5,-0.897,28537,9,0.097,32226,10,-0.311,21080,7,2.172,6420,2,-0.062,17449,6,1.723,961,1,1573,264,1097,212,1118.75,361128.1654,4391.825185,58.44311548,21.34218708,4.068053896,3.060685728,0.030104516,1.81226E-05,0.017110655,10,10,4355.794288
E01000884,Camden 004D,Camden 004D,245942.1387,2764.030377,30248,10,Camden 004D,E09000007,Camden,5.273,30248,10,0.036,29565,10,0.038,28368,9,1.073,31935,10,-1.995,32601,10,-0.667,25836,8,20.452,16128,5,22.626,13385,5,0.026,31228,10,0.043,30355,10,-1.133,30319,10,0.089,32370,10,-0.006,15771,5,0.859,11114,4,-0.378,22259,7,1.132,3312,2,1607,426,893,288,901.25,635608.6368,4443.691,70.41907349,1.46019422,4.254464157,0.378569454,0.032488758,3.18879E-05,0.014200698,10,1,2528.285342
E01000885,Camden 004E,Camden 004E,310359.349,3440.193401,28290,9,Camden 004E,E09000007,Camden,7.027,28290,9,0.037,29357,9,0.022,32074,10,6.521,25577,8,-2.038,32637,10,-0.208,19745,7,24.559,11569,4,26.368,10944,4,0.026,31264,10,0.078,23601,8,-0.159,18736,6,0.091,32337,10,0.401,9255,3,0.43,13081,4,-0.162,19038,6,1.249,2690,1,1510,353,722,435,755.25,802033.7203,5531.002299,68.39659028,2.692991266,4.225322974,0.99065257,0.039806009,4.02385E-05,0.014620612,10,1,1882.713858
E01000886,Camden 006A,Camden 006A,99798.65893,1575.715259,25622,8,Camden 006A,E09000007,Camden,9.126,25622,8,0.075,20396,7,0.053,23895,8,3.934,28613,9,-1.492,31677,10,-0.251,20363,7,15.506,22350,7,29.929,8858,3,0.088,21136,7,0.107,19071,6,-0.503,23944,8,0.114,31837,10,-1.096,30456,10,1.422,8879,3,-0.137,18606,6,1.502,1621,1,1691,320,1066,305,1064,257855.1025,2531.771021,69.07560757,2.813605883,4.235201667,1.034466893,0.02000946,1.29378E-05,0.01447689,10,1,6557.946628
E01000887,Camden 006B,Camden 006B,97790.08248,1709.171466,20985,7,Camden 006B,E09000007,Camden,13.063,20985,7,0.09,17838,6,0.068,19243,6,6.057,26108,8,-0.864,27641,9,0.465,9554,3,18.071,19030,6,26.3,10992,4,0.139,15116,5,0.138,15285,5,-0.226,19828,7,0.113,31847,10,-0.654,26288,9,1.615,8180,3,-0.077,17676,6,1.153,3209,1,1606,250,1130,226,1127.75,252661.8545,2746.23258,65.78371167,10.34422205,4.186372265,2.336428108,0.021630397,1.26773E-05,0.015201331,10,10,6356.321588
E01000888,Camden 006C,Camden 006C,94388.4566,2086.909272,19356,6,Camden 006C,E09000007,Camden,14.584,19356,6,0.093,17438,6,0.08,16252,5,6.51,25591,8,-0.745,26411,9,0.347,11208,4,18.193,18878,6,31.576,7947,3,0.083,21821,7,0.127,16534,6,-0.2,19399,6,0.134,31273,10,-0.864,28615,9,1.841,7407,3,0.28,12153,4,1.124,3356,2,1764,362,1124,278,1113,243868.5788,3354.041724,67.28139663,5.198292951,4.208883774,1.648330293,0.025229997,1.22362E-05,0.014862949,10,10,7233.404191
E01000889,Camden 007A,Camden 007A,114134.3848,2433.033986,7620,3,Camden 007A,E09000007,Camden,30.868,7620,3,0.229,5054,2,0.169,5078,2,24.407,11132,4,0.415,10124,4,0.196,13571,5,18.763,18159,6,26.258,11013,4,0.317,3728,2,0.296,4861,2,0.388,10248,4,0.337,11987,4,-1.416,31900,10,2.22,6270,2,-0.41,22675,7,1.442,1817,1,1887,416,1198,273,1195.5,294861.7107,3911.608637,69.21956869,7.752062509,4.237283607,2.047958938,0.027668518,1.47954E-05,0.014446782,10,10,6399.610161
E01000890,Camden 007B,Camden 007B,75626.26672,1491.581613,4006,2,Camden 007B,E09000007,Camden,40.883,4006,2,0.294,2402,1,0.226,2021,1,33.648,7225,3,0.615,7763,3,0.404,10386,4,21.662,14706,5,20.233,15105,5,0.27,5852,2,0.465,919,1,0.57,7982,3,0.403,6628,3,-1.145,30757,10,2.746,4968,2,-0.703,26353,9,1.147,3239,1,1840,400,1099,341,1059.5,195375.4809,2397.351848,67.60775574,1.828032264,4.213722706,0.603240123,0.017737411,9.80349E-06,0.014791202,10,1,9417.763127
E01000891,Camden 007C,Camden 007C,78561.06589,1453.601984,4795,2,Camden 007C,E09000007,Camden,38.283,4795,2,0.277,2965,1,0.19,3664,2,29.554,8763,3,0.496,9144,3,0.787,5564,2,26.18,10012,4,20.126,15187,5,0.35,2626,1,0.407,1737,1,0.305,11355,4,0.401,6762,3,-2.062,32785,10,3.727,2992,1,-0.862,27877,9,1.208,2901,1,1792,373,1139,280,1126,202949.2156,2336.342596,67.11249494,6.090436763,4.20637024,1.806719797,0.017277462,1.01837E-05,0.014900355,10,10,8829.79515
E01000892,Camden 006D,Camden 006D,121558.7997,1866.126768,18135,6,Camden 006D,E09000007,Camden,15.799,18135,6,0.142,11256,4,0.085,15205,5,8.699,23190,8,-1.287,30793,10,0.421,10156,4,17.637,19606,6,20.705,14754,5,0.226,8376,3,0.176,11767,4,0.004,16027,5,0.138,31148,10,-1.564,32233,10,2.014,6884,3,-0.538,24376,8,1.083,3592,2,2093,404,1350,339,1361,314025.1298,2999.638642,63.40570777,2.830944205,4.149553885,1.040610297,0.021832776,1.57574E-05,0.015771451,10,1,6665.071682
E01000893,Camden 002A,Camden 002A,534708.695,3758.248208,30202,10,Camden 002A,E09000007,Camden,5.314,30202,10,0.037,29201,9,0.033,29969,10,1.183,31805,10,-1.725,32258,10,-0.245,20281,7,18.764,18156,6,22.231,13698,5,0.035,29972,10,0.054,28386,9,-1.036,29652,10,0.053,32778,10,-0.333,21435,7,1.26,9476,3,-0.118,18311,6,0.837,5344,2,1618,285,966,367,969.5,1381877.285,6040.603674,72.03749727,2.568728788,4.277186779,0.943411142,0.046288553,6.9327E-05,0.013881659,10,1,1170.870972
E01000894,Camden 002B,Camden 002B,223245.044,4082.032172,28780,9,Camden 002B,E09000007,Camden,6.601,28780,9,0.03,30894,10,0.025,31646,10,10.902,20986,7,-1.916,32534,10,0.063,15700,5,12.639,25841,8,29.284,9226,3,0.03,30620,10,0.048,29535,9,0.227,12486,4,0.051,32792,10,-1.351,31674,10,0.873,11062,4,-0.129,18499,6,1.439,1826,1,1490,361,813,316,844.5,576899.3687,6560.731177,65.76624801,8.442507238,4.186106759,2.133279331,0.050154361,2.89435E-05,0.015205368,10,10,2582.772804
E01000895,Camden 002C,Camden 002C,95389.15968,2177.657745,26602,9,Camden 002C,E09000007,Camden,8.367,26602,9,0.087,18320,6,0.044,26619,9,5.145,27133,9,-0.777,26755,9,-0.733,26614,9,15.151,22800,7,22.818,13249,5,0.08,22258,7,0.198,10127,4,-0.308,21098,7,0.084,32451,10,-1.904,32703,10,1.52,8520,3,-0.491,23804,8,1.231,2769,1,1791,276,1103,412,1120.25,246484.3131,3501.394125,60.91475118,24.24784009,4.109475365,3.188327545,0.024805152,1.23668E-05,0.016416385,10,10,7266.18249
E01000896,Camden 002D,Camden 002D,146298.7937,2585.452892,29763,10,Camden 002D,E09000007,Camden,5.734,29763,10,0.024,31834,10,0.022,32030,10,2.912,29842,10,-2.131,32693,10,0.147,14353,5,13.871,24386,8,30.248,8664,3,0.015,32281,10,0.041,30598,10,-0.618,25494,8,0.06,32725,10,-1.199,31022,10,1.097,10108,4,0.09,15036,5,1.279,2550,1,1888,370,1097,421,1114.75,378015.0644,4155.816435,66.276666,6.720712464,4.19383789,1.90519417,0.030867653,1.89664E-05,0.015088267,10,10,4994.509949
E01000897,Camden 008D,Camden 008D,199642.17,2878.009,30122,10,Camden 008D,E09000007,Camden,5.398,30122,10,0.03,30822,10,0.028,30989,10,1.759,31154,10,-2.098,32674,10,0.187,13725,5,11.872,26692,9,26.687,10754,4,0.031,30586,10,0.048,29493,9,-0.856,28158,9,0.049,32808,10,-1.152,30798,10,0.633,12199,4,-0.173,19192,6,1.283,2516,1,1738,357,1025,356,1053.75,515777.6696,4625.48918,63.66525152,11.10022301,4.153638912,2.406965199,0.034791995,2.58802E-05,0.015707155,10,10,3369.668953
E01000898,Camden 008E,Camden 008E,172547.6205,2216.877748,22390,7,Camden 008E,E09000007,Camden,11.81,22390,7,0.104,15739,5,0.056,22836,7,8.946,22924,7,-0.217,19396,6,-0.889,28141,9,23.984,12158,4,14.835,19364,6,0.108,18432,6,0.277,5603,2,0.05,15228,5,0.104,32054,10,-1.765,32562,10,3.306,3740,2,-0.789,27230,9,0.696,6525,2,2072,331,1453,288,1464,445770.7262,3562.8792,60.75092296,142.2642795,4.106782275,4.957686451,0.026787731,2.23676E-05,0.016460655,10,10,4648.129359
E01000899,Camden 002E,Camden 002E,1081164.642,6023.511937,29501,9,Camden 002E,E09000007,Camden,5.971,29501,9,0.013,32705,10,0.01,32761,10,3.102,29613,10,-2.77,32829,10,-0.007,16786,6,12.864,25562,8,36.627,5528,2,0.011,32557,10,0.032,31749,10,-0.601,25260,8,0.082,32479,10,-0.347,21671,7,-0.143,15940,5,0.391,10650,4,1.377,2097,1,1941,412,1043,486,1056.75,2794664.543,9683.344959,68.74610415,8.563332432,4.230420068,2.147489417,0.072627937,0.000140192,0.014546279,10,10,694.5377416
E01000900,Camden 012A,Camden 012A,101435.2396,2086.654142,10171,4,Camden 012A,E09000007,Camden,26.042,10171,4,0.162,9455,3,0.12,9733,3,18.221,14971,5,-0.065,17006,6,1.068,3008,1,19.569,17178,6,31.98,7729,3,0.2,10091,4,0.271,5901,2,0.4,10088,4,0.255,21158,7,-2.194,32808,10,2.453,5646,2,0.063,15483,5,1.442,1816,1,1985,387,1299,299,1294.5,262005.1995,3354.069753,63.24882426,3.995567038,4.147076539,1.385185506,0.023999665,1.3148E-05,0.015810571,10,1,7576.185525
E01000901,Camden 007D,Camden 007D,106410.5573,1637.689285,7868,3,Camden 007D,E09000007,Camden,30.351,7868,3,0.248,4116,2,0.155,6137,2,25.217,10719,4,-0.067,17041,6,0.469,9483,3,22.769,13448,5,21.845,13949,5,0.367,2172,1,0.284,5303,2,0.333,10974,4,0.354,10407,4,-1.57,32250,10,3.065,4249,2,-0.68,26110,8,1.271,2598,1,2351,623,1493,235,1469.25,274862.8575,2632.668762,64.98579818,3.794630317,4.174168757,1.333586993,0.0186385,1.37931E-05,0.015387977,10,1,8553.356468
E01000902,Camden 012B,Camden 012B,80587.58776,2013.684202,5453,2,Camden 012B,E09000007,Camden,36.241,5453,2,0.279,2894,1,0.172,4800,2,19.724,13926,5,0.615,7757,3,0.744,5999,2,26.048,10136,4,21.975,13865,5,0.352,2576,1,0.352,2972,1,0.2,12913,4,0.313,14503,5,-0.339,21552,7,2.814,4800,2,-0.759,26932,9,1.315,2371,1,1739,414,992,333,988.75,208154.0688,3237.029892,61.1150152,5.163978605,4.112757584,1.64170733,0.022812123,1.04457E-05,0.016362591,10,10,8354.3887
E01000903,Camden 006E,Camden 006E,102789.5454,1969.543332,15302,5,Camden 006E,E09000007,Camden,18.925,15302,5,0.157,9868,4,0.089,14560,5,3.72,28851,9,-0.322,21000,7,0.572,8104,3,18.249,18795,6,31.053,8224,3,0.191,10668,4,0.295,4912,2,-0.546,24553,8,0.122,31641,10,-0.979,29648,10,1.936,7101,3,0.07,15354,5,1.368,2146,1,1651,242,1050,359,1078.5,265518.1217,3164.804395,64.99483869,3.259571042,4.174307862,1.181595605,0.024173815,1.3324E-05,0.015385837,10,1,6218.031333
E01000904,Camden 012C,Camden 012C,115866.5458,1627.646639,11021,4,Camden 012C,E09000007,Camden,24.584,11021,4,0.187,7498,3,0.107,11490,4,15.771,16774,6,-0.48,23128,8,1.107,2754,1,21.752,14607,5,23.772,12585,4,0.292,4754,2,0.342,3227,1,0.248,12176,4,0.249,21858,7,-1.143,30745,10,2.764,4928,2,-0.803,27367,9,1.475,1717,1,2458,424,1694,340,1717,299235.1384,2615.464857,61.32257056,15.98822695,4.116147973,2.771852636,0.019563963,1.50175E-05,0.016307209,10,10,8214.275947
E01000905,Camden 012D,Camden 012D,85979.01309,1525.027007,4848,2,Camden 012D,E09000007,Camden,38.075,4848,2,0.291,2490,1,0.171,4955,2,24.836,10923,4,0.524,8821,3,0.992,3588,2,22.68,13552,5,26.951,10578,4,0.344,2787,1,0.443,1175,1,0.017,15789,5,0.39,7446,3,-1.106,30524,10,2.929,4548,2,-0.386,22360,7,1.485,1680,1,2219,525,1336,358,1309.25,222062.9753,2451.255324,59.50695965,2.463147197,4.086093275,0.901439881,0.017501166,1.11441E-05,0.016804757,10,1,9992.66085
E01000906,Camden 012E,Camden 012E,141391.9812,1629.283319,23987,8,Camden 012E,E09000007,Camden,10.421,23987,8,0.072,21035,7,0.049,25070,8,1.216,31771,10,-0.941,28324,9,0.582,7966,3,18.379,18641,6,24.431,12135,4,0.069,24085,8,0.151,13982,5,-1.104,30138,10,0.1,32158,10,-0.715,27011,9,1.745,7732,3,-0.482,23674,8,1.357,2190,1,1597,178,1128,291,1135,365158.8426,2617.585665,59.77299427,4.776962572,4.090553958,1.563804899,0.020312845,1.83259E-05,0.016729963,10,10,4373.43921
E01000907,Camden 001A,Camden 001A,105542.4639,2099.642547,6341,2,Camden 001A,E09000007,Camden,33.796,6341,2,0.236,4713,2,0.184,4083,2,19.066,14347,5,0.32,11363,4,1.103,2784,1,21.115,15367,5,18.547,16399,5,0.231,8030,3,0.325,3754,2,0.448,9443,3,0.257,20940,7,-0.733,27224,9,2.345,5954,2,-0.814,27462,9,1.051,3785,2,1548,351,937,260,948,272800.0486,3376.862668,67.61004075,0.46578285,4.213756504,-0.764035741,0.023200148,1.36849E-05,0.014790703,10,1,5674.485793
E01000908,Camden 001B,Camden 001B,172973.8283,2866.604408,9462,3,Camden 001B,E09000007,Camden,27.211,9462,3,0.201,6585,3,0.155,6128,2,15.136,17264,6,-0.156,18475,6,0.183,13796,5,23.205,12982,4,33.822,6781,3,0.183,11335,4,0.265,6136,2,0.416,9879,4,0.185,28373,9,-0.547,24743,8,2.552,5418,2,0.468,9637,3,1.021,3983,2,1732,369,1005,358,1027.75,447095.5218,4609.364166,69.3411193,2.226165017,4.239038082,0.800280382,0.033097197,2.24283E-05,0.014421457,10,1,3873.892525
E01000909,Camden 001C,Camden 001C,226161.2471,3321.512758,22437,7,Camden 001C,E09000007,Camden,11.771,22437,7,0.079,19659,6,0.071,18405,6,2.89,29867,10,-1.532,31792,10,0.228,13068,4,16.668,20848,7,31.487,8000,3,0.108,18495,6,0.072,24894,8,-0.675,26220,8,0.112,31885,10,-0.373,22085,7,0.859,11113,4,0.155,14059,5,1.295,2459,1,1741,286,991,464,1011.75,584522.0578,5338.768437,68.15200807,2.922745532,4.221740623,1.072523425,0.040693198,2.93235E-05,0.014673082,10,1,2978.501798
